filename,width,height,class,xmin,ymin,xmax,ymax
1316_GA.jpg,960,640,Ag-P,342,258,433,572
1316_GA.jpg,960,640,Pb-U,449,234,553,570
1316_GA.jpg,960,640,Pb-U,557,239,682,572
1316_Si.jpg,960,640,Cu-U,46,220,136,574
1316_Si.jpg,960,640,Cu-U,136,241,243,574
1316_Si.jpg,960,640,Ag-P,248,244,340,574
1316_Si.jpg,960,640,Ag-P,338,264,440,572
1316_Si.jpg,960,640,Pb-U,442,234,553,572
1316_Si.jpg,960,640,Pb-U,551,239,680,570
1317_GA.jpg,960,640,Cu-T,2,248,113,565
1317_GA.jpg,960,640,Cu-T,113,228,252,570
1317_GA.jpg,960,640,Ag-P,250,248,368,568
1317_GA.jpg,960,640,Ag-P,365,246,476,563
1317_GA.jpg,960,640,Pb-U,476,244,611,565
1317_GA.jpg,960,640,Pb-U,611,214,733,565
1317_Si.jpg,960,640,Cu-T,0,246,113,565
1317_Si.jpg,960,640,Cu-T,109,228,248,565
1317_Si.jpg,960,640,Ag-P,248,248,370,561
1317_Si.jpg,960,640,Ag-P,368,246,479,563
1317_Si.jpg,960,640,Pb-U,479,241,606,568
1317_Si.jpg,960,640,Pb-U,608,216,733,563
1318_GAo (1).jpg,960,640,Cu-U,5,248,123,570
1318_GAo (1).jpg,960,640,Cu-U,123,241,236,570
1318_GAo (1).jpg,960,640,Ag-P,238,251,368,568
1318_GAo (1).jpg,960,640,Ag-P,365,248,476,570
1318_GAo (1).jpg,960,640,Pb-T,481,230,604,560
1318_GAo (1).jpg,960,640,Pb-T,601,237,733,561
1318_GAo (2).jpg,960,640,Cu-U,2,253,127,556
1318_GAo (2).jpg,960,640,Cu-U,123,246,234,565
1318_GAo (2).jpg,960,640,Ag-P,231,255,368,568
1318_GAo (2).jpg,960,640,Ag-P,361,253,483,570
1318_GAo (2).jpg,960,640,Pb-T,481,234,604,565
1318_GAo (2).jpg,960,640,Pb-T,599,239,736,572
1319_GA.jpg,960,640,Cu-U,7,239,118,568
1319_GA.jpg,960,640,Cu-U,118,248,248,568
1319_GA.jpg,960,640,Ag-P,248,267,370,570
1319_GA.jpg,960,640,Ag-P,379,232,502,570
1319_GA.jpg,960,640,Pb-T,500,211,636,570
1319_GA.jpg,960,640,Pb-T,636,204,738,572
1319_Si.jpg,960,640,Cu-U,9,234,116,563
1319_Si.jpg,960,640,Cu-U,116,244,245,563
1319_Si.jpg,960,640,Ag-P,248,260,365,561
1319_Si.jpg,960,640,Ag-P,377,234,500,561
1319_Si.jpg,960,640,Pb-T,502,214,629,568
1319_Si.jpg,960,640,Pb-T,634,193,738,570
1320_GA.jpg,960,640,Cu-T,14,248,144,568
1320_GA.jpg,960,640,Cu-T,143,234,252,570
1320_GA.jpg,960,640,Ag-P,254,246,356,572
1320_GA.jpg,960,640,Ag-P,354,244,488,568
1320_GA.jpg,960,640,Pb-T,486,248,601,565
1320_GA.jpg,960,640,Pb-T,606,244,733,568
1320_Si.jpg,960,640,Cu-T,16,248,143,565
1320_Si.jpg,960,640,Cu-T,141,232,254,565
1320_Si.jpg,960,640,Ag-P,254,246,361,565
1320_Si.jpg,960,640,Ag-P,359,244,486,570
1320_Si.jpg,960,640,Pb-T,486,246,606,563
1320_Si.jpg,960,640,Pb-T,604,241,733,568
1321_GA.jpg,960,640,Cu-T,12,241,134,565
1321_GA.jpg,960,640,Cu-T,134,248,261,568
1321_GA.jpg,960,640,Ag-P,254,251,382,570
1321_GA.jpg,960,640,Ag-P,377,239,504,568
1321_GA.jpg,960,640,Pb-T,500,255,601,570
1321_GA.jpg,960,640,Pb-T,604,218,719,575
1321_Si.jpg,960,640,Cu-T,12,237,134,561
1321_Si.jpg,960,640,Cu-T,134,246,261,563
1321_Si.jpg,960,640,Ag-P,250,251,384,565
1321_Si.jpg,960,640,Ag-P,372,237,502,565
1321_Si.jpg,960,640,Pb-T,493,255,606,568
1321_Si.jpg,960,640,Pb-T,601,216,722,570
1322_GA.jpg,960,640,Cu-T,5,237,143,565
1322_GA.jpg,960,640,Cu-T,141,241,271,565
1322_GA.jpg,960,640,Ag-P,266,255,368,565
1322_GA.jpg,960,640,Ag-P,363,246,484,568
1322_GA.jpg,960,640,Pb-P,481,246,613,568
1322_GA.jpg,960,640,Pb-P,611,234,726,568
1322_Si.jpg,960,640,Cu-T,2,244,143,563
1322_Si.jpg,960,640,Cu-T,143,244,268,565
1322_Si.jpg,960,640,Ag-P,266,255,372,568
1322_Si.jpg,960,640,Ag-P,368,244,479,570
1322_Si.jpg,960,640,Pb-P,479,246,606,568
1322_Si.jpg,960,640,Pb-P,606,234,729,565
1323_GA.jpg,960,640,Cu-T,18,233,135,564
1323_GA.jpg,960,640,Cu-T,133,248,237,564
1323_GA.jpg,960,640,Ag-T,238,227,349,562
1323_GA.jpg,960,640,Ag-P,349,229,469,564
1323_GA.jpg,960,640,Pb-P,471,246,571,566
1323_GA.jpg,960,640,Pb-P,569,242,687,564
1323_Si.jpg,960,640,Cu-T,16,235,137,564
1323_Si.jpg,960,640,Cu-T,133,250,237,566
1323_Si.jpg,960,640,Ag-T,236,231,349,564
1323_Si.jpg,960,640,Ag-P,351,233,469,564
1323_Si.jpg,960,640,Pb-P,469,248,571,568
1323_Si.jpg,960,640,Pb-P,569,246,689,568
1330_GA.jpg,960,640,Cu-U,18,224,132,546
1330_GA.jpg,960,640,Cu-U,130,216,251,552
1330_GA.jpg,960,640,Ag-T,249,218,360,548
1330_GA.jpg,960,640,Ag-T,358,210,468,546
1330_GA.jpg,960,640,Pb-U,472,226,591,550
1330_GA.jpg,960,640,Pb-U,595,224,711,546
1330_Si.jpg,960,640,Cu-U,22,228,130,548
1330_Si.jpg,960,640,Cu-U,132,212,247,552
1330_Si.jpg,960,640,Ag-T,247,218,357,546
1330_Si.jpg,960,640,Ag-T,358,210,466,546
1330_Si.jpg,960,640,Pb-U,474,230,591,548
1330_Si.jpg,960,640,Pb-U,595,226,711,546
1332_GA.jpg,960,640,Cu-T,22,252,128,564
1332_GA.jpg,960,640,Cu-T,126,250,240,566
1332_GA.jpg,960,640,Ag-P,238,240,344,566
1332_GA.jpg,960,640,Ag-P,344,235,455,564
1332_GA.jpg,960,640,Pb-T,456,225,571,564
1332_GA.jpg,960,640,Pb-T,569,239,683,566
1332_Si.jpg,960,640,Cu-T,24,252,130,564
1332_Si.jpg,960,640,Cu-T,128,252,238,563
1332_Si.jpg,960,640,Ag-P,238,240,342,562
1332_Si.jpg,960,640,Ag-P,346,235,456,562
1332_Si.jpg,960,640,Pb-T,456,227,571,564
1332_Si.jpg,960,640,Pb-T,571,239,685,564
1333_GA.jpg,960,640,Cu-P,2,244,122,562
1333_GA.jpg,960,640,Cu-P,120,242,235,556
1333_GA.jpg,960,640,Ag-P,239,242,365,568
1333_GA.jpg,960,640,Ag-P,369,252,480,568
1333_GA.jpg,960,640,Pb-P,488,228,596,562
1333_GA.jpg,960,640,Pb-P,606,240,715,564
1333_Si.jpg,960,640,Cu-P,8,244,120,562
1333_Si.jpg,960,640,Cu-P,120,240,235,558
1333_Si.jpg,960,640,Ag-P,241,244,365,564
1333_Si.jpg,960,640,Ag-P,369,254,478,564
1333_Si.jpg,960,640,Pb-P,484,226,599,566
1333_Si.jpg,960,640,Pb-P,602,240,715,566
1334_GA.jpg,960,640,Cu-U,12,242,128,570
1334_GA.jpg,960,640,Cu-U,128,248,241,568
1334_GA.jpg,960,640,Ag-P,265,234,379,570
1334_GA.jpg,960,640,Ag-P,377,256,494,570
1334_GA.jpg,960,640,Pb-T,504,242,618,570
1334_GA.jpg,960,640,Pb-T,616,230,733,566
1334_Si.jpg,960,640,Cu-U,14,238,128,566
1334_Si.jpg,960,640,Cu-U,126,244,241,564
1334_Si.jpg,960,640,Ag-P,261,230,377,564
1334_Si.jpg,960,640,Ag-P,379,254,496,564
1334_Si.jpg,960,640,Pb-T,506,238,620,564
1334_Si.jpg,960,640,Pb-T,620,226,735,560
1335_GA.jpg,960,640,Cu-U,53,252,174,560
1335_GA.jpg,960,640,Cu-U,170,244,275,566
1335_GA.jpg,960,640,Ag-P,275,242,387,564
1335_GA.jpg,960,640,Ag-P,391,252,508,566
1335_GA.jpg,960,640,Pb-T,510,236,620,568
1335_GA.jpg,960,640,Pb-T,618,232,739,564
1335_Si.jpg,960,640,Cu-U,53,250,174,562
1335_Si.jpg,960,640,Cu-U,174,246,275,564
1335_Si.jpg,960,640,Ag-P,275,244,383,564
1335_Si.jpg,960,640,Ag-P,393,254,508,564
1335_Si.jpg,960,640,Pb-T,508,240,620,566
1335_Si.jpg,960,640,Pb-T,622,232,741,562
1336_GA.jpg,960,640,Cu-P,40,256,162,576
1336_GA.jpg,960,640,Cu-P,164,244,286,574
1336_GA.jpg,960,640,Ag-P,288,242,399,572
1336_GA.jpg,960,640,Ag-P,397,252,506,572
1336_GA.jpg,960,640,Pb-T,508,236,630,572
1336_GA.jpg,960,640,Pb-T,620,236,731,574
1336_Si.jpg,960,640,Cu-P,41,254,162,566
1336_Si.jpg,960,640,Cu-P,164,240,286,568
1336_Si.jpg,960,640,Ag-P,288,240,399,566
1336_Si.jpg,960,640,Ag-P,399,250,506,562
1336_Si.jpg,960,640,Pb-T,510,234,630,566
1336_Si.jpg,960,640,Pb-T,624,232,733,566
1337_GA.jpg,960,640,Cu-T,29,250,141,570
1337_GA.jpg,960,640,Cu-T,141,244,263,570
1337_GA.jpg,960,640,Ag-P,261,242,371,570
1337_GA.jpg,960,640,Ag-P,369,244,493,568
1337_GA.jpg,960,640,Pb-T,489,237,601,568
1337_GA.jpg,960,640,Pb-T,599,237,726,572
1337_Si.jpg,960,640,Cu-T,31,252,141,568
1337_Si.jpg,960,640,Cu-T,143,246,263,568
1337_Si.jpg,960,640,Ag-P,261,244,373,568
1337_Si.jpg,960,640,Ag-P,369,246,493,568
1337_Si.jpg,960,640,Pb-T,481,237,603,570
1337_Si.jpg,960,640,Pb-T,603,237,726,574
1338_GA.jpg,960,640,Cu-P,31,233,145,564
1338_GA.jpg,960,640,Cu-P,145,253,252,564
1338_GA.jpg,960,640,Ag-P,258,244,374,563
1338_GA.jpg,960,640,Ag-P,380,245,496,563
1338_GA.jpg,960,640,Pb-P,502,238,613,561
1338_GA.jpg,960,640,Pb-P,612,242,731,564
1338_Si.jpg,960,640,Cu-P,34,233,142,563
1338_Si.jpg,960,640,Cu-P,145,250,255,561
1338_Si.jpg,960,640,Ag-P,260,245,374,561
1338_Si.jpg,960,640,Ag-P,386,247,496,560
1338_Si.jpg,960,640,Pb-P,502,241,613,558
1338_Si.jpg,960,640,Pb-P,612,244,731,561
1339_GA.jpg,960,640,Cu-P,0,238,122,554
1339_GA.jpg,960,640,Cu-P,121,248,234,560
1339_GA.jpg,960,640,Ag-P,241,242,365,560
1339_GA.jpg,960,640,Ag-P,368,241,472,560
1339_GA.jpg,960,640,Pb-T,501,232,615,561
1339_GA.jpg,960,640,Pb-T,617,224,734,561
1339_Si.jpg,960,640,Cu-P,3,242,122,560
1339_Si.jpg,960,640,Cu-P,117,254,236,563
1339_Si.jpg,960,640,Ag-P,244,247,365,563
1339_Si.jpg,960,640,Ag-P,371,244,475,563
1339_Si.jpg,960,640,Pb-T,504,238,612,564
1339_Si.jpg,960,640,Pb-T,615,228,736,564
1340_GA.jpg,960,640,Cu-P,17,250,131,564
1340_GA.jpg,960,640,Cu-P,133,238,244,567
1340_GA.jpg,960,640,Ag-P,244,241,351,566
1340_GA.jpg,960,640,Ag-P,352,250,453,566
1340_GA.jpg,960,640,Pb-P,458,241,568,564
1340_GA.jpg,960,640,Pb-P,568,241,682,564
1340_Si.jpg,960,640,Cu-P,15,257,133,567
1340_Si.jpg,960,640,Cu-P,131,244,244,569
1340_Si.jpg,960,640,Ag-P,250,247,349,569
1340_Si.jpg,960,640,Ag-P,352,257,452,569
1340_Si.jpg,960,640,Pb-P,459,244,569,569
1340_Si.jpg,960,640,Pb-P,569,247,676,567
1341_GA.jpg,960,640,Cu-P,26,247,140,570
1341_GA.jpg,960,640,Cu-P,140,244,252,569
1341_GA.jpg,960,640,Ag-P,264,242,380,570
1341_GA.jpg,960,640,Ag-P,374,250,491,569
1341_GA.jpg,960,640,Pb-P,493,235,610,572
1341_GA.jpg,960,640,Pb-P,606,242,719,572
1341_Si.jpg,960,640,Cu-P,26,245,142,566
1341_Si.jpg,960,640,Cu-P,142,239,253,564
1341_Si.jpg,960,640,Ag-P,264,241,381,563
1341_Si.jpg,960,640,Ag-P,377,245,493,566
1341_Si.jpg,960,640,Pb-P,493,230,604,564
1341_Si.jpg,960,640,Pb-P,604,241,719,564
1342_GA.jpg,960,640,Cu-P,41,235,171,564
1342_GA.jpg,960,640,Cu-P,169,244,287,563
1342_GA.jpg,960,640,Ag-P,285,240,399,564
1342_GA.jpg,960,640,Ag-P,397,235,514,564
1342_GA.jpg,960,640,Pb-P,499,229,618,564
1342_GA.jpg,960,640,Pb-P,616,229,730,566
1342_Si.jpg,960,640,Cu-P,43,237,171,564
1342_Si.jpg,960,640,Cu-P,169,246,287,566
1342_Si.jpg,960,640,Ag-P,285,244,399,564
1342_Si.jpg,960,640,Ag-P,397,237,514,566
1342_Si.jpg,960,640,Pb-P,501,231,618,566
1342_Si.jpg,960,640,Pb-P,616,233,730,566
1344_GA.jpg,960,640,Cu-T,24,226,148,570
1344_GA.jpg,960,640,Cu-T,146,218,269,566
1344_GA.jpg,960,640,Ag-P,269,246,371,568
1344_GA.jpg,960,640,Ag-P,373,244,480,566
1344_GA.jpg,960,640,Pb-P,478,242,591,566
1344_GA.jpg,960,640,Pb-P,589,218,693,566
1344_Si.jpg,960,640,Cu-T,28,224,148,562
1344_Si.jpg,960,640,Cu-T,148,216,269,562
1344_Si.jpg,960,640,Ag-P,271,242,373,562
1344_Si.jpg,960,640,Ag-P,377,242,478,562
1344_Si.jpg,960,640,Pb-P,478,236,591,564
1344_Si.jpg,960,640,Pb-P,587,214,695,560
1346_GA.jpg,960,640,Cu-U,32,240,142,562
1346_GA.jpg,960,640,Cu-U,140,242,255,568
1346_GA.jpg,960,640,Ag-P,261,250,379,568
1346_GA.jpg,960,640,Ag-P,379,248,494,566
1346_GA.jpg,960,640,Pb-U,492,242,612,566
1346_GA.jpg,960,640,Pb-U,610,244,725,566
1346_Si.jpg,960,640,Cu-U,34,240,144,554
1346_Si.jpg,960,640,Cu-U,142,238,253,560
1346_Si.jpg,960,640,Ag-P,263,248,379,558
1346_Si.jpg,960,640,Ag-P,381,244,488,560
1346_Si.jpg,960,640,Pb-U,494,236,610,562
1346_Si.jpg,960,640,Pb-U,612,242,725,562
1347_GA.jpg,960,640,Cu-T,18,240,140,568
1347_GA.jpg,960,640,Cu-T,138,250,247,572
1347_GA.jpg,960,640,Ag-P,251,244,356,570
1347_GA.jpg,960,640,Ag-P,361,250,476,574
1347_GA.jpg,960,640,Pb-T,476,234,587,568
1347_GA.jpg,960,640,Pb-T,587,240,711,562
1347_Si.jpg,960,640,Cu-T,24,234,142,560
1347_Si.jpg,960,640,Cu-T,138,246,249,566
1347_Si.jpg,960,640,Ag-P,249,244,365,564
1347_Si.jpg,960,640,Ag-P,361,250,474,562
1347_Si.jpg,960,640,Pb-T,478,230,585,560
1347_Si.jpg,960,640,Pb-T,589,234,711,556
1348_GA.jpg,960,640,Cu-P,4,252,103,554
1348_GA.jpg,960,640,Cu-P,103,248,207,556
1348_GA.jpg,960,640,Ag-P,209,246,320,556
1348_GA.jpg,960,640,Ag-P,324,254,443,558
1348_GA.jpg,960,640,Pb-T,450,240,551,556
1348_GA.jpg,960,640,Pb-T,549,244,670,558
1348_Si.jpg,960,640,Cu-P,2,250,105,554
1348_Si.jpg,960,640,Cu-P,105,250,209,554
1348_Si.jpg,960,640,Ag-P,211,248,320,554
1348_Si.jpg,960,640,Ag-P,326,256,442,554
1348_Si.jpg,960,640,Pb-T,452,240,551,554
1348_Si.jpg,960,640,Pb-T,553,246,666,554
1349_GA.jpg,960,640,Cu-T,18,258,132,568
1349_GA.jpg,960,640,Cu-T,128,250,245,568
1349_GA.jpg,960,640,Ag-P,245,248,365,568
1349_GA.jpg,960,640,Ag-P,365,246,482,570
1349_GA.jpg,960,640,Pb-T,482,222,602,566
1349_GA.jpg,960,640,Pb-T,604,242,729,568
1349_Si.jpg,960,640,Cu-T,18,260,130,568
1349_Si.jpg,960,640,Cu-T,134,254,245,570
1349_Si.jpg,960,640,Ag-P,245,250,361,570
1349_Si.jpg,960,640,Ag-P,367,248,480,568
1349_Si.jpg,960,640,Pb-T,482,226,600,570
1349_Si.jpg,960,640,Pb-T,600,240,729,572
1351_GA.jpg,960,640,Cu-P,37,246,157,568
1351_GA.jpg,960,640,Cu-U,155,240,267,568
1351_GA.jpg,960,640,Ag-P,265,242,385,568
1351_GA.jpg,960,640,Ag-P,385,246,497,570
1351_GA.jpg,960,640,Pb-P,495,242,599,570
1351_GA.jpg,960,640,Pb-P,595,240,719,572
1351_Si.jpg,960,640,Cu-P,37,246,157,564
1351_Si.jpg,960,640,Cu-U,157,239,267,566
1351_Si.jpg,960,640,Ag-P,265,240,385,566
1351_Si.jpg,960,640,Ag-P,383,246,495,566
1351_Si.jpg,960,640,Pb-P,495,242,601,566
1351_Si.jpg,960,640,Pb-P,597,240,719,568
1352_GA.jpg,960,640,Cu-T,15,241,130,569
1352_GA.jpg,960,640,Cu-T,132,257,243,569
1352_GA.jpg,960,640,Ag-P,245,240,360,571
1352_GA.jpg,960,640,Ag-P,360,251,473,571
1352_GA.jpg,960,640,Pb-T,500,240,609,567
1352_GA.jpg,960,640,Pb-T,611,247,722,567
1352_Si.jpg,960,640,Cu-T,17,241,130,565
1352_Si.jpg,960,640,Cu-T,134,255,243,567
1352_Si.jpg,960,640,Ag-P,249,236,358,565
1352_Si.jpg,960,640,Ag-P,364,249,471,563
1352_Si.jpg,960,640,Pb-T,502,238,609,563
1352_Si.jpg,960,640,Pb-T,611,247,722,567
1353_GA.jpg,960,640,Cu-T,42,245,153,571
1353_GA.jpg,960,640,Cu-T,153,247,263,573
1353_GA.jpg,960,640,Ag-P,270,243,378,573
1353_GA.jpg,960,640,Ag-P,372,222,489,567
1353_GA.jpg,960,640,Pb-T,473,245,604,575
1353_GA.jpg,960,640,Pb-T,600,230,715,565
1353_Si.jpg,960,640,Cu-T,44,243,151,567
1353_Si.jpg,960,640,Cu-T,153,241,266,565
1353_Si.jpg,960,640,Ag-P,272,240,380,569
1353_Si.jpg,960,640,Ag-P,372,220,489,563
1353_Si.jpg,960,640,Pb-T,473,240,604,569
1353_Si.jpg,960,640,Pb-T,602,226,715,558
1354_GA.jpg,960,640,Cu-T,42,238,159,569
1354_GA.jpg,960,640,Cu-T,153,257,264,573
1354_GA.jpg,960,640,Ag-P,264,253,381,571
1354_GA.jpg,960,640,Ag-P,381,243,492,569
1354_GA.jpg,960,640,Pb-T,491,234,602,563
1354_GA.jpg,960,640,Pb-T,604,241,722,573
1354_Si.jpg,960,640,Cu-T,42,241,157,567
1354_Si.jpg,960,640,Cu-T,155,263,268,567
1354_Si.jpg,960,640,Ag-P,263,255,383,571
1354_Si.jpg,960,640,Ag-P,379,247,492,571
1354_Si.jpg,960,640,Pb-T,491,232,606,567
1354_Si.jpg,960,640,Pb-T,604,245,726,571
1356_GA.jpg,960,640,Ag-T,274,236,385,548
1356_GA.jpg,960,640,Ag-T,383,230,496,552
1356_GA.jpg,960,640,Pb-U,492,213,598,550
1356_GA.jpg,960,640,Pb-U,602,180,722,539
1356_Si.jpg,960,640,Ag-T,272,238,381,548
1356_Si.jpg,960,640,Ag-T,383,230,496,548
1356_Si.jpg,960,640,Pb-U,491,211,604,546
1356_Si.jpg,960,640,Pb-U,602,182,724,544
1357_GA.jpg,960,640,Cu-T,31,245,142,571
1357_GA.jpg,960,640,Cu-T,142,245,253,573
1357_GA.jpg,960,640,Ag-P,253,236,368,571
1357_GA.jpg,960,640,Ag-P,364,249,462,575
1357_GA.jpg,960,640,Pb-T,471,247,592,573
1357_GA.jpg,960,640,Pb-T,592,247,713,573
1357_Si.jpg,960,640,Cu-T,33,245,140,571
1357_Si.jpg,960,640,Cu-T,142,247,253,571
1357_Si.jpg,960,640,Ag-P,253,232,368,571
1357_Si.jpg,960,640,Ag-P,366,249,466,575
1357_Si.jpg,960,640,Pb-T,471,247,592,575
1357_Si.jpg,960,640,Pb-T,594,243,713,569
1360_GA.jpg,960,640,Cu-P,50,234,153,567
1360_GA.jpg,960,640,Cu-P,151,240,261,567
1360_GA.jpg,960,640,Ag-P,261,243,376,565
1360_GA.jpg,960,640,Ag-P,381,241,504,567
1360_GA.jpg,960,640,Pb-P,500,240,615,569
1360_GA.jpg,960,640,Pb-P,613,215,730,565
1360_Si.jpg,960,640,Cu-P,48,241,159,569
1360_Si.jpg,960,640,Cu-P,155,245,261,569
1360_Si.jpg,960,640,Ag-P,261,249,376,569
1360_Si.jpg,960,640,Ag-P,383,247,500,571
1360_Si.jpg,960,640,Pb-P,504,245,615,569
1360_Si.jpg,960,640,Pb-P,617,220,730,567
1362_GA.jpg,960,640,Cu-T,38,236,140,567
1362_GA.jpg,960,640,Cu-T,140,249,251,567
1362_GA.jpg,960,640,Ag-U,261,218,378,569
1362_GA.jpg,960,640,Ag-U,376,253,479,569
1362_GA.jpg,960,640,Pb-T,483,243,586,565
1362_GA.jpg,960,640,Pb-T,588,240,703,556
1362_Si.jpg,960,640,Cu-T,33,240,138,569
1362_Si.jpg,960,640,Cu-T,140,251,251,571
1362_Si.jpg,960,640,Ag-U,249,224,376,567
1362_Si.jpg,960,640,Ag-U,374,259,479,571
1362_Si.jpg,960,640,Pb-T,477,251,590,573
1362_Si.jpg,960,640,Pb-T,590,247,701,563
1363_GA.jpg,960,640,Cu-U,31,244,136,568
1363_GA.jpg,960,640,Cu-U,138,237,247,564
1363_GA.jpg,960,640,Ag-U,247,217,370,566
1363_GA.jpg,960,640,Ag-U,370,239,489,562
1363_GA.jpg,960,640,Pb-T,491,200,606,560
1363_GA.jpg,960,640,Pb-T,592,235,726,559
1363_Si.jpg,960,640,Cu-U,36,250,134,570
1363_Si.jpg,960,640,Cu-U,136,242,247,566
1363_Si.jpg,960,640,Ag-U,253,223,370,568
1363_Si.jpg,960,640,Ag-U,376,244,487,568
1363_Si.jpg,960,640,Pb-T,491,202,602,566
1363_Si.jpg,960,640,Pb-T,594,240,726,562
1364_GA.jpg,960,640,Cu-P,24,237,143,563
1364_GA.jpg,960,640,Cu-P,141,242,253,564
1364_GA.jpg,960,640,Ag-P,251,233,363,564
1364_GA.jpg,960,640,Ag-P,365,235,469,562
1364_GA.jpg,960,640,Pb-P,467,246,575,564
1364_GA.jpg,960,640,Pb-P,571,211,689,564
1364_Si.jpg,960,640,Cu-P,26,240,141,560
1364_Si.jpg,960,640,Cu-P,139,244,253,564
1364_Si.jpg,960,640,Ag-P,251,233,361,562
1364_Si.jpg,960,640,Ag-P,363,237,469,564
1364_Si.jpg,960,640,Pb-P,467,250,575,566
1364_Si.jpg,960,640,Pb-P,573,213,691,566
1365_GA.jpg,960,640,Cu-P,63,244,183,563
1365_GA.jpg,960,640,Cu-U,181,244,285,566
1365_GA.jpg,960,640,Ag-P,285,254,408,564
1365_GA.jpg,960,640,Ag-P,408,248,526,566
1365_GA.jpg,960,640,Pb-P,524,246,626,566
1365_GA.jpg,960,640,Pb-P,626,237,730,566
1365_Si.jpg,960,640,Cu-P,63,248,181,566
1365_Si.jpg,960,640,Cu-U,181,248,283,566
1365_Si.jpg,960,640,Ag-P,285,260,408,568
1365_Si.jpg,960,640,Ag-P,408,252,526,568
1365_Si.jpg,960,640,Pb-P,526,250,626,570
1365_Si.jpg,960,640,Pb-P,622,240,730,570
1366_GA.jpg,960,640,Cu-P,57,250,182,566
1366_GA.jpg,960,640,Cu-P,182,240,286,568
1366_GA.jpg,960,640,Ag-P,285,258,383,566
1366_GA.jpg,960,640,Ag-P,389,258,502,568
1366_GA.jpg,960,640,Pb-T,506,242,609,564
1366_GA.jpg,960,640,Pb-T,611,240,724,564
1366_Si.jpg,960,640,Cu-P,59,252,182,564
1366_Si.jpg,960,640,Cu-P,182,242,286,566
1366_Si.jpg,960,640,Ag-P,284,260,381,562
1366_Si.jpg,960,640,Ag-P,389,260,502,560
1366_Si.jpg,960,640,Pb-T,510,242,613,566
1366_Si.jpg,960,640,Pb-T,615,242,720,562
1367_GA.jpg,960,640,Cu-T,13,250,117,570
1367_GA.jpg,960,640,Cu-T,121,252,243,570
1367_GA.jpg,960,640,Ag-P,238,252,356,568
1367_GA.jpg,960,640,Ag-P,358,252,462,568
1367_GA.jpg,960,640,Pb-T,469,254,588,570
1367_GA.jpg,960,640,Pb-T,588,250,703,568
1367_Si.jpg,960,640,Cu-T,12,244,119,566
1367_Si.jpg,960,640,Cu-T,121,248,245,564
1367_Si.jpg,960,640,Ag-P,236,250,355,564
1367_Si.jpg,960,640,Ag-P,356,250,462,564
1367_Si.jpg,960,640,Pb-T,468,252,590,568
1367_Si.jpg,960,640,Pb-T,586,244,705,566
1368_GA.jpg,960,640,Cu-T,27,250,151,568
1368_GA.jpg,960,640,Cu-T,153,254,261,568
1368_GA.jpg,960,640,Ag-P,268,264,385,568
1368_GA.jpg,960,640,Ag-P,387,262,489,570
1368_GA.jpg,960,640,Pb-T,510,246,613,572
1368_GA.jpg,960,640,Pb-T,613,250,732,572
1368_Si.jpg,960,640,Cu-T,31,252,151,570
1368_Si.jpg,960,640,Cu-T,155,254,261,570
